regiao,uf,data,casos_novos,casos,obitos_novos,obitos,pop
norte,RO,2020-04-28,20,413,1,11,1777225
norte,AC,2020-04-28,32,311,2,16,881935
norte,AM,2020-04-28,409,4337,31,351,4144597
norte,RR,2020-04-28,18,425,2,6,605761
norte,PA,2020-04-28,134,2262,15,129,8602865
norte,AP,2020-04-28,76,918,2,28,845731
norte,TO,2020-04-28,12,79,0,2,1572866
nordeste,MA,2020-04-28,118,2528,20,145,7075181
nordeste,PI,2020-04-28,44,408,1,21,3273227
nordeste,CE,2020-04-28,192,6918,13,403,9132078
nordeste,RN,2020-04-28,25,857,3,48,3506853
nordeste,PB,2020-04-28,90,633,3,53,4018127
nordeste,PE,2020-04-28,366,5724,58,508,9557071
nordeste,AL,2020-04-28,134,777,2,36,3337357
nordeste,SE,2020-04-28,83,280,1,11,2298696
nordeste,BA,2020-04-28,186,2540,10,86,14873064
sudeste,MG,2020-04-28,63,1649,9,71,21168791
sudeste,ES,2020-04-28,78,1874,7,64,4018650
sudeste,RJ,2020-04-28,560,8504,61,738,17264943
sudeste,SP,2020-04-28,2345,24041,224,2049,45919049
sul,PR,2020-04-28,85,1271,2,77,11433957
sul,SC,2020-04-28,139,1476,1,44,7164788
sul,RS,2020-04-28,58,1286,3,45,11377239
centro-oeste,MS,2020-04-28,2,240,0,9,2778986
centro-oeste,MT,2020-04-28,4,261,1,11,3484466
centro-oeste,GO,2020-04-28,45,661,1,27,7018354
centro-oeste,DF,2020-04-28,67,1213,1,28,3015268
norte,RO,2020-04-27,29,393,0,10,1777225
norte,AC,2020-04-27,0,279,3,14,881935
norte,AM,2020-04-27,95,3928,16,320,4144597
norte,RR,2020-04-27,6,407,0,4,605761
norte,PA,2020-04-27,261,2128,14,114,8602865
norte,AP,2020-04-27,44,842,5,26,845731
norte,TO,2020-04-27,9,67,0,2,1572866
nordeste,MA,2020-04-27,187,2410,13,125,7075181
nordeste,PI,2020-04-27,33,364,2,20,3273227
nordeste,CE,2020-04-27,893,6726,63,390,9132078
nordeste,RN,2020-04-27,7,832,1,45,3506853
nordeste,PB,2020-04-27,44,543,1,50,4018127
nordeste,PE,2020-04-27,460,5358,35,450,9557071
nordeste,AL,2020-04-27,89,643,2,34,3337357
nordeste,SE,2020-04-27,38,197,1,10,2298696
nordeste,BA,2020-04-27,145,2354,3,76,14873064
sudeste,MG,2020-04-27,38,1586,1,62,21168791
sudeste,ES,2020-04-27,93,1796,6,57,4018650
sudeste,RJ,2020-04-27,833,7944,32,677,17264943
sudeste,SP,2020-04-27,981,21696,125,1825,45919049
sul,PR,2020-04-27,30,1186,3,75,11433957
sul,SC,2020-04-27,102,1337,1,43,7164788
sul,RS,2020-04-27,62,1228,7,42,11377239
centro-oeste,MS,2020-04-27,4,238,2,9,2778986
centro-oeste,MT,2020-04-27,7,257,1,10,3484466
centro-oeste,GO,2020-04-27,43,616,1,26,7018354
centro-oeste,DF,2020-04-27,80,1146,0,27,3015268
norte,RO,2020-04-26,36,364,3,10,1777225
norte,AC,2020-04-26,21,279,0,11,881935
norte,AM,2020-04-26,198,3833,17,304,4144597
norte,RR,2020-04-26,56,401,1,4,605761
norte,PA,2020-04-26,288,1867,14,100,8602865
norte,AP,2020-04-26,113,798,2,21,845731
norte,TO,2020-04-26,8,58,0,2,1572866
nordeste,MA,2020-04-26,118,2223,12,112,7075181
nordeste,PI,2020-04-26,34,331,1,18,3273227
nordeste,CE,2020-04-26,412,5833,17,327,9132078
nordeste,RN,2020-04-26,44,825,4,44,3506853
nordeste,PB,2020-04-26,52,499,3,49,4018127
nordeste,PE,2020-04-26,391,4898,34,415,9557071
nordeste,AL,2020-04-26,53,554,3,32,3337357
nordeste,SE,2020-04-26,6,159,0,9,2298696
nordeste,BA,2020-04-26,128,2209,3,73,14873064
sudeste,MG,2020-04-26,67,1548,3,61,21168791
sudeste,ES,2020-04-26,108,1703,4,51,4018650
sudeste,RJ,2020-04-26,283,7111,30,645,17264943
sudeste,SP,2020-04-26,711,20715,33,1700,45919049
sul,PR,2020-04-26,16,1156,3,72,11433957
sul,SC,2020-04-26,26,1235,0,42,7164788
sul,RS,2020-04-26,70,1166,1,35,11377239
centro-oeste,MS,2020-04-26,17,234,0,7,2778986
centro-oeste,MT,2020-04-26,3,250,0,9,3484466
centro-oeste,GO,2020-04-26,67,573,0,25,7018354
centro-oeste,DF,2020-04-26,53,1066,1,27,3015268
norte,RO,2020-04-25,38,328,2,7,1777225
norte,AC,2020-04-25,24,258,0,11,881935
norte,AM,2020-04-25,441,3635,32,287,4144597
norte,RR,2020-04-25,41,345,0,3,605761
norte,PA,2020-04-25,133,1579,11,86,8602865
norte,AP,2020-04-25,52,685,1,19,845731
norte,TO,2020-04-25,7,50,0,2,1572866
nordeste,MA,2020-04-25,154,2105,12,100,7075181
nordeste,PI,2020-04-25,41,297,1,17,3273227
nordeste,CE,2020-04-25,621,5421,26,310,9132078
nordeste,RN,2020-04-25,27,781,2,40,3506853
nordeste,PB,2020-04-25,61,447,2,46,4018127
nordeste,PE,2020-04-25,508,4507,29,381,9557071
nordeste,AL,2020-04-25,88,501,2,29,3337357
nordeste,SE,2020-04-25,9,153,1,9,2298696
nordeste,BA,2020-04-25,119,2081,6,70,14873064
sudeste,MG,2020-04-25,62,1481,4,58,21168791
sudeste,ES,2020-04-25,214,1595,5,47,4018650
sudeste,RJ,2020-04-25,546,6828,45,615,17264943
sudeste,SP,2020-04-25,2178,20004,155,1667,45919049
sul,PR,2020-04-25,21,1140,5,69,11433957
sul,SC,2020-04-25,39,1209,0,42,7164788
sul,RS,2020-04-25,35,1096,3,34,11377239
centro-oeste,MS,2020-04-25,4,217,0,7,2778986
centro-oeste,MT,2020-04-25,7,247,1,9,3484466
centro-oeste,GO,2020-04-25,20,506,1,25,7018354
centro-oeste,DF,2020-04-25,24,1013,0,26,3015268
norte,RO,2020-04-24,40,290,0,5,1777225
norte,AC,2020-04-24,7,234,1,11,881935
norte,AM,2020-04-24,306,3194,21,255,4144597
norte,RR,2020-04-24,7,304,0,3,605761
norte,PA,2020-04-24,179,1446,22,75,8602865
norte,AP,2020-04-24,85,633,2,18,845731
norte,TO,2020-04-24,6,43,0,2,1572866
nordeste,MA,2020-04-24,194,1951,12,88,7075181
nordeste,PI,2020-04-24,39,256,1,16,3273227
nordeste,CE,2020-04-24,202,4800,18,284,9132078
nordeste,RN,2020-04-24,46,754,4,38,3506853
nordeste,PB,2020-04-24,41,386,4,44,4018127
nordeste,PE,2020-04-24,480,3999,40,352,9557071
nordeste,AL,2020-04-24,89,413,5,27,3337357
nordeste,SE,2020-04-24,20,144,0,8,2298696
nordeste,BA,2020-04-24,173,1962,5,64,14873064
sudeste,MG,2020-04-24,111,1419,3,54,21168791
sudeste,ES,2020-04-24,18,1381,0,42,4018650
sudeste,RJ,2020-04-24,110,6282,40,570,17264943
sudeste,SP,2020-04-24,1086,17826,167,1512,45919049
sul,PR,2020-04-24,37,1119,4,64,11433957
sul,SC,2020-04-24,55,1170,3,42,7164788
sul,RS,2020-04-24,67,1061,2,31,11377239
centro-oeste,MS,2020-04-24,27,213,0,7,2778986
centro-oeste,MT,2020-04-24,19,240,1,8,3484466
centro-oeste,GO,2020-04-24,33,486,1,24,7018354
centro-oeste,DF,2020-04-24,26,989,1,26,3015268
norte,RO,2020-04-23,27,250,0,5,1777225
norte,AC,2020-04-23,13,227,2,10,881935
norte,AM,2020-04-23,409,2888,27,234,4144597
norte,RR,2020-04-23,17,297,0,3,605761
norte,PA,2020-04-23,72,1267,10,53,8602865
norte,AP,2020-04-23,69,548,2,16,845731
norte,TO,2020-04-23,0,37,1,2,1572866
nordeste,MA,2020-04-23,153,1757,10,76,7075181
nordeste,PI,2020-04-23,11,217,0,15,3273227
nordeste,CE,2020-04-23,688,4598,33,266,9132078
nordeste,RN,2020-04-23,62,708,5,34,3506853
nordeste,PB,2020-04-23,44,345,1,40,4018127
nordeste,PE,2020-04-23,221,3519,30,312,9557071
nordeste,AL,2020-04-23,81,324,2,22,3337357
nordeste,SE,2020-04-23,7,124,1,8,2298696
nordeste,BA,2020-04-23,145,1789,9,59,14873064
sudeste,MG,2020-04-23,25,1308,4,51,21168791
sudeste,ES,2020-04-23,50,1363,8,42,4018650
sudeste,RJ,2020-04-23,620,6172,40,530,17264943
sudeste,SP,2020-04-23,826,16740,211,1345,45919049
sul,PR,2020-04-23,19,1082,3,60,11433957
sul,SC,2020-04-23,24,1115,2,39,7164788
sul,RS,2020-04-23,71,994,2,29,11377239
centro-oeste,MS,2020-04-23,11,186,1,7,2778986
centro-oeste,MT,2020-04-23,38,221,1,7,3484466
centro-oeste,GO,2020-04-23,15,453,2,23,7018354
centro-oeste,DF,2020-04-23,17,963,0,25,3015268
norte,RO,2020-04-22,24,223,1,5,1777225
norte,AC,2020-04-22,19,214,0,8,881935
norte,AM,2020-04-22,209,2479,14,207,4144597
norte,RR,2020-04-22,33,280,0,3,605761
norte,PA,2020-04-22,169,1195,5,43,8602865
norte,AP,2020-04-22,22,479,1,14,845731
norte,TO,2020-04-22,0,37,0,1,1572866
nordeste,MA,2020-04-22,208,1604,6,66,7075181
nordeste,PI,2020-04-22,20,206,1,15,3273227
nordeste,CE,2020-04-22,194,3910,18,233,9132078
nordeste,RN,2020-04-22,38,646,1,29,3506853
nordeste,PB,2020-04-22,38,301,6,39,4018127
nordeste,PE,2020-04-22,390,3298,22,282,9557071
nordeste,AL,2020-04-22,33,243,1,20,3337357
nordeste,SE,2020-04-22,25,117,2,7,2298696
nordeste,BA,2020-04-22,155,1644,3,50,14873064
sudeste,MG,2020-04-22,53,1283,3,47,21168791
sudeste,ES,2020-04-22,101,1313,0,34,4018650
sudeste,RJ,2020-04-22,246,5552,29,490,17264943
sudeste,SP,2020-04-22,529,15914,41,1134,45919049
sul,PR,2020-04-22,39,1063,6,57,11433957
sul,SC,2020-04-22,28,1091,2,37,7164788
sul,RS,2020-04-22,19,923,0,27,11377239
centro-oeste,MS,2020-04-22,2,175,0,6,2778986
centro-oeste,MT,2020-04-22,2,183,0,6,3484466
centro-oeste,GO,2020-04-22,17,438,2,21,7018354
centro-oeste,DF,2020-04-22,65,946,1,25,3015268
norte,RO,2020-04-21,39,199,0,4,1777225
norte,AC,2020-04-21,19,195,0,8,881935
norte,AM,2020-04-21,110,2270,8,193,4144597
norte,RR,2020-04-21,3,247,0,3,605761
norte,PA,2020-04-21,124,1026,3,38,8602865
norte,AP,2020-04-21,24,457,0,13,845731
norte,TO,2020-04-21,3,37,0,1,1572866
nordeste,MA,2020-04-21,76,1396,6,60,7075181
nordeste,PI,2020-04-21,28,186,2,14,3273227
nordeste,CE,2020-04-21,234,3716,17,215,9132078
nordeste,RN,2020-04-21,13,608,1,28,3506853
nordeste,PB,2020-04-21,18,263,1,33,4018127
nordeste,PE,2020-04-21,218,2908,26,260,9557071
nordeste,AL,2020-04-21,39,210,1,19,3337357
nordeste,SE,2020-04-21,6,92,0,5,2298696
nordeste,BA,2020-04-21,148,1489,1,47,14873064
sudeste,MG,2020-04-21,41,1230,3,44,21168791
sudeste,ES,2020-04-21,44,1212,1,34,4018650
sudeste,RJ,2020-04-21,407,5306,39,461,17264943
sudeste,SP,2020-04-21,805,15385,56,1093,45919049
sul,PR,2020-04-21,17,1024,0,51,11433957
sul,SC,2020-04-21,38,1063,0,35,7164788
sul,RS,2020-04-21,15,904,0,27,11377239
centro-oeste,MS,2020-04-21,2,173,1,6,2778986
centro-oeste,MT,2020-04-21,0,181,0,6,3484466
centro-oeste,GO,2020-04-21,18,421,0,19,7018354
centro-oeste,DF,2020-04-21,9,881,0,24,3015268
norte,RO,2020-04-20,32,160,0,4,1777225
norte,AC,2020-04-20,13,176,2,8,881935
norte,AM,2020-04-20,116,2160,3,185,4144597
norte,RR,2020-04-20,22,244,0,3,605761
norte,PA,2020-04-20,217,902,1,35,8602865
norte,AP,2020-04-20,17,433,2,13,845731
norte,TO,2020-04-20,1,34,0,1,1572866
nordeste,MA,2020-04-20,115,1320,6,54,7075181
nordeste,PI,2020-04-20,13,158,2,12,3273227
nordeste,CE,2020-04-20,230,3482,12,198,9132078
nordeste,RN,2020-04-20,64,595,2,27,3506853
nordeste,PB,2020-04-20,9,245,3,32,4018127
nordeste,PE,2020-04-20,231,2690,18,234,9557071
nordeste,AL,2020-04-20,12,171,3,18,3337357
nordeste,SE,2020-04-20,3,86,0,5,2298696
nordeste,BA,2020-04-20,111,1341,1,46,14873064
sudeste,MG,2020-04-20,35,1189,2,41,21168791
sudeste,ES,2020-04-20,69,1168,3,33,4018650
sudeste,RJ,2020-04-20,134,4899,20,422,17264943
sudeste,SP,2020-04-20,313,14580,22,1037,45919049
sul,PR,2020-04-20,20,1007,3,51,11433957
sul,SC,2020-04-20,50,1025,3,35,7164788
sul,RS,2020-04-20,35,889,3,27,11377239
centro-oeste,MS,2020-04-20,3,171,0,5,2778986
centro-oeste,MT,2020-04-20,7,181,1,6,3484466
centro-oeste,GO,2020-04-20,10,403,1,19,7018354
centro-oeste,DF,2020-04-20,45,872,0,24,3015268
norte,RO,2020-04-19,18,128,1,4,1777225
norte,AC,2020-04-19,21,163,1,6,881935
norte,AM,2020-04-19,147,2044,21,182,4144597
norte,RR,2020-04-19,21,222,0,3,605761
norte,PA,2020-04-19,45,685,1,34,8602865
norte,AP,2020-04-19,23,416,1,11,845731
norte,TO,2020-04-19,0,33,0,1,1572866
nordeste,MA,2020-04-19,165,1205,4,48,7075181
nordeste,PI,2020-04-19,22,145,1,10,3273227
nordeste,CE,2020-04-19,218,3252,10,186,9132078
nordeste,RN,2020-04-19,15,531,1,25,3506853
nordeste,PB,2020-04-19,31,236,3,29,4018127
nordeste,PE,2020-04-19,266,2459,11,216,9557071
nordeste,AL,2020-04-19,27,159,8,15,3337357
nordeste,SE,2020-04-19,12,83,0,5,2298696
nordeste,BA,2020-04-19,37,1230,8,45,14873064
sudeste,MG,2020-04-19,77,1154,0,39,21168791
sudeste,ES,2020-04-19,147,1099,2,30,4018650
sudeste,RJ,2020-04-19,222,4765,15,402,17264943
sudeste,SP,2020-04-19,373,14267,24,1015,45919049
sul,PR,2020-04-19,42,987,2,48,11433957
sul,SC,2020-04-19,13,975,1,32,7164788
sul,RS,2020-04-19,23,854,0,24,11377239
centro-oeste,MS,2020-04-19,7,168,0,5,2778986
centro-oeste,MT,2020-04-19,3,174,0,5,3484466
centro-oeste,GO,2020-04-19,15,393,0,18,7018354
centro-oeste,DF,2020-04-19,65,827,0,24,3015268
norte,RO,2020-04-18,18,110,0,3,1777225
norte,AC,2020-04-18,7,142,0,5,881935
norte,AM,2020-04-18,88,1897,16,161,4144597
norte,RR,2020-04-18,37,201,0,3,605761
norte,PA,2020-04-18,83,640,7,33,8602865
norte,AP,2020-04-18,23,393,0,10,845731
norte,TO,2020-04-18,2,33,0,1,1572866
nordeste,MA,2020-04-18,243,1040,4,44,7075181
nordeste,PI,2020-04-18,21,123,1,9,3273227
nordeste,CE,2020-04-18,350,3034,27,176,9132078
nordeste,RN,2020-04-18,53,516,1,24,3506853
nordeste,PB,2020-04-18,10,205,0,26,4018127
nordeste,PE,2020-04-18,187,2193,19,205,9557071
nordeste,AL,2020-04-18,22,132,0,7,3337357
nordeste,SE,2020-04-18,18,71,1,5,2298696
nordeste,BA,2020-04-18,134,1193,1,37,14873064
sudeste,MG,2020-04-18,56,1077,4,39,21168791
sudeste,ES,2020-04-18,96,952,3,28,4018650
sudeste,RJ,2020-04-18,194,4543,46,387,17264943
sudeste,SP,2020-04-18,1053,13894,63,991,45919049
sul,PR,2020-04-18,71,945,4,46,11433957
sul,SC,2020-04-18,36,962,1,31,7164788
sul,RS,2020-04-18,29,831,2,24,11377239
centro-oeste,MS,2020-04-18,18,161,0,5,2778986
centro-oeste,MT,2020-04-18,9,171,0,5,3484466
centro-oeste,GO,2020-04-18,43,378,2,18,7018354
centro-oeste,DF,2020-04-18,16,762,4,24,3015268
norte,RO,2020-04-17,16,92,0,3,1777225
norte,AC,2020-04-17,25,135,0,5,881935
norte,AM,2020-04-17,90,1809,21,145,4144597
norte,RR,2020-04-17,22,164,0,3,605761
norte,PA,2020-04-17,119,557,2,26,8602865
norte,AP,2020-04-17,8,370,1,10,845731
norte,TO,2020-04-17,2,31,0,1,1572866
nordeste,MA,2020-04-17,102,797,3,40,7075181
nordeste,PI,2020-04-17,11,102,0,8,3273227
nordeste,CE,2020-04-17,298,2684,25,149,9132078
nordeste,RN,2020-04-17,63,463,3,23,3506853
nordeste,PB,2020-04-17,30,195,2,26,4018127
nordeste,PE,2020-04-17,323,2006,26,186,9557071
nordeste,AL,2020-04-17,21,110,2,7,3337357
nordeste,SE,2020-04-17,5,53,0,4,2298696
nordeste,BA,2020-04-17,108,1059,6,36,14873064
sudeste,MG,2020-04-17,63,1021,2,35,21168791
sudeste,ES,2020-04-17,102,856,3,25,4018650
sudeste,RJ,2020-04-17,405,4349,41,341,17264943
sudeste,SP,2020-04-17,1273,12841,75,928,45919049
sul,PR,2020-04-17,42,874,1,42,11433957
sul,SC,2020-04-17,42,926,1,30,7164788
sul,RS,2020-04-17,22,802,3,22,11377239
centro-oeste,MS,2020-04-17,12,143,0,5,2778986
centro-oeste,MT,2020-04-17,6,162,0,5,3484466
centro-oeste,GO,2020-04-17,17,335,0,16,7018354
centro-oeste,DF,2020-04-17,30,746,0,20,3015268
norte,RO,2020-04-16,7,76,1,3,1777225
norte,AC,2020-04-16,9,110,2,5,881935
norte,AM,2020-04-16,165,1719,18,124,4144597
norte,RR,2020-04-16,28,142,0,3,605761
norte,PA,2020-04-16,54,438,3,24,8602865
norte,AP,2020-04-16,28,362,2,9,845731
norte,TO,2020-04-16,3,29,0,1,1572866
nordeste,MA,2020-04-16,65,695,3,37,7075181
nordeste,PI,2020-04-16,16,91,0,8,3273227
nordeste,CE,2020-04-16,229,2386,8,124,9132078
nordeste,RN,2020-04-16,1,400,1,20,3506853
nordeste,PB,2020-04-16,14,165,3,24,4018127
nordeste,PE,2020-04-16,199,1683,17,160,9557071
nordeste,AL,2020-04-16,7,89,0,5,3337357
nordeste,SE,2020-04-16,2,48,0,4,2298696
nordeste,BA,2020-04-16,144,951,3,30,14873064
sudeste,MG,2020-04-16,55,958,3,33,21168791
sudeste,ES,2020-04-16,197,754,4,22,4018650
sudeste,RJ,2020-04-16,201,3944,35,300,17264943
sudeste,SP,2020-04-16,525,11568,75,853,45919049
sul,PR,2020-04-16,29,832,3,41,11433957
sul,SC,2020-04-16,31,884,1,29,7164788
sul,RS,2020-04-16,33,780,0,19,11377239
centro-oeste,MS,2020-04-16,10,131,1,5,2778986
centro-oeste,MT,2020-04-16,5,156,1,5,3484466
centro-oeste,GO,2020-04-16,14,318,1,16,7018354
centro-oeste,DF,2020-04-16,34,716,3,20,3015268
norte,RO,2020-04-15,5,69,0,2,1777225
norte,AC,2020-04-15,2,101,0,3,881935
norte,AM,2020-04-15,70,1554,16,106,4144597
norte,RR,2020-04-15,1,114,0,3,605761
norte,PA,2020-04-15,61,384,2,21,8602865
norte,AP,2020-04-15,27,334,1,7,845731
norte,TO,2020-04-15,0,26,1,1,1572866
nordeste,MA,2020-04-15,152,630,2,34,7075181
nordeste,PI,2020-04-15,17,75,0,8,3273227
nordeste,CE,2020-04-15,152,2157,9,116,9132078
nordeste,RN,2020-04-15,23,399,1,19,3506853
nordeste,PB,2020-04-15,15,151,5,21,4018127
nordeste,PE,2020-04-15,200,1484,28,143,9557071
nordeste,AL,2020-04-15,10,82,1,5,3337357
nordeste,SE,2020-04-15,1,46,0,4,2298696
nordeste,BA,2020-04-15,48,807,5,27,14873064
sudeste,MG,2020-04-15,19,903,3,30,21168791
sudeste,ES,2020-04-15,94,557,1,18,4018650
sudeste,RJ,2020-04-15,333,3743,41,265,17264943
sudeste,SP,2020-04-15,1672,11043,83,778,45919049
sul,PR,2020-04-15,12,803,2,38,11433957
sul,SC,2020-04-15,27,853,2,28,7164788
sul,RS,2020-04-15,47,747,1,19,11377239
centro-oeste,MS,2020-04-15,6,121,0,4,2778986
centro-oeste,MT,2020-04-15,13,151,0,4,3484466
centro-oeste,GO,2020-04-15,20,304,0,15,7018354
centro-oeste,DF,2020-04-15,31,682,0,17,3015268
norte,RO,2020-04-14,22,64,0,2,1777225
norte,AC,2020-04-14,9,99,0,3,881935
norte,AM,2020-04-14,209,1484,19,90,4144597
norte,RR,2020-04-14,30,113,0,3,605761
norte,PA,2020-04-14,53,323,4,19,8602865
norte,AP,2020-04-14,65,307,1,6,845731
norte,TO,2020-04-14,0,26,0,0,1572866
nordeste,MA,2020-04-14,33,478,5,32,7075181
nordeste,PI,2020-04-14,8,58,0,8,3273227
nordeste,CE,2020-04-14,205,2005,16,107,9132078
nordeste,RN,2020-04-14,37,376,1,18,3506853
nordeste,PB,2020-04-14,25,136,3,16,4018127
nordeste,PE,2020-04-14,130,1284,13,115,9557071
nordeste,AL,2020-04-14,22,72,1,4,3337357
nordeste,SE,2020-04-14,1,45,0,4,2298696
nordeste,BA,2020-04-14,36,759,0,22,14873064
sudeste,MG,2020-04-14,69,884,4,27,21168791
sudeste,ES,2020-04-14,33,463,3,17,4018650
sudeste,RJ,2020-04-14,179,3410,36,224,17264943
sudeste,SP,2020-04-14,476,9371,87,695,45919049
sul,PR,2020-04-14,35,791,5,36,11433957
sul,SC,2020-04-14,49,826,2,26,7164788
sul,RS,2020-04-14,36,700,2,18,11377239
centro-oeste,MS,2020-04-14,2,115,0,4,2778986
centro-oeste,MT,2020-04-14,4,138,0,4,3484466
centro-oeste,GO,2020-04-14,51,284,0,15,7018354
centro-oeste,DF,2020-04-14,13,651,2,17,3015268
norte,RO,2020-04-13,7,42,0,2,1777225
norte,AC,2020-04-13,13,90,1,3,881935
norte,AM,2020-04-13,69,1275,9,71,4144597
norte,RR,2020-04-13,4,83,0,3,605761
norte,PA,2020-04-13,24,270,2,15,8602865
norte,AP,2020-04-13,12,242,0,5,845731
norte,TO,2020-04-13,1,26,0,0,1572866
nordeste,MA,2020-04-13,47,445,3,27,7075181
nordeste,PI,2020-04-13,6,50,1,8,3273227
nordeste,CE,2020-04-13,124,1800,17,91,9132078
nordeste,RN,2020-04-13,37,339,2,17,3506853
nordeste,PB,2020-04-13,10,111,0,13,4018127
nordeste,PE,2020-04-13,194,1154,17,102,9557071
nordeste,AL,2020-04-13,2,50,0,3,3337357
nordeste,SE,2020-04-13,0,44,0,4,2298696
nordeste,BA,2020-04-13,50,723,1,22,14873064
sudeste,MG,2020-04-13,9,815,3,23,21168791
sudeste,ES,2020-04-13,47,430,5,14,4018650
sudeste,RJ,2020-04-13,376,3231,18,188,17264943
sudeste,SP,2020-04-13,140,8895,20,608,45919049
sul,PR,2020-04-13,18,756,1,31,11433957
sul,SC,2020-04-13,9,777,0,24,7164788
sul,RS,2020-04-13,11,664,0,16,11377239
centro-oeste,MS,2020-04-13,12,113,2,4,2778986
centro-oeste,MT,2020-04-13,11,134,1,4,3484466
centro-oeste,GO,2020-04-13,4,233,1,15,7018354
centro-oeste,DF,2020-04-13,24,638,1,15,3015268
norte,RO,2020-04-12,2,35,0,2,1777225
norte,AC,2020-04-12,5,77,0,2,881935
norte,AM,2020-04-12,156,1206,9,62,4144597
norte,RR,2020-04-12,4,79,0,3,605761
norte,PA,2020-04-12,29,246,3,13,8602865
norte,AP,2020-04-12,37,230,2,5,845731
norte,TO,2020-04-12,2,25,0,0,1572866
nordeste,MA,2020-04-12,54,398,3,24,7075181
nordeste,PI,2020-04-12,3,44,0,7,3273227
nordeste,CE,2020-04-12,94,1676,7,74,9132078
nordeste,RN,2020-04-12,13,302,2,15,3506853
nordeste,PB,2020-04-12,16,101,2,13,4018127
nordeste,PE,2020-04-12,144,960,13,85,9557071
nordeste,AL,2020-04-12,0,48,0,3,3337357
nordeste,SE,2020-04-12,2,44,0,4,2298696
nordeste,BA,2020-04-12,38,673,0,21,14873064
sudeste,MG,2020-04-12,56,806,3,20,21168791
