regiao,uf,data,casos_novos,casos,obitos_novos,obitos,pop
sudeste,ES,2020-03-07,0,1,0,0,4018650
sudeste,RJ,2020-03-07,1,2,0,0,17264943
sudeste,SP,2020-03-07,3,13,0,0,45919049
sul,PR,2020-03-07,0,0,0,0,11433957
sul,SC,2020-03-07,0,0,0,0,7164788
sul,RS,2020-03-07,0,0,0,0,11377239
centro-oeste,MS,2020-03-07,0,0,0,0,2778986
centro-oeste,MT,2020-03-07,0,0,0,0,3484466
centro-oeste,GO,2020-03-07,0,0,0,0,7018354
centro-oeste,DF,2020-03-07,1,1,0,0,3015268
norte,RO,2020-03-06,0,0,0,0,1777225
norte,AC,2020-03-06,0,0,0,0,881935
norte,AM,2020-03-06,0,0,0,0,4144597
norte,RR,2020-03-06,0,0,0,0,605761
norte,PA,2020-03-06,0,0,0,0,8602865
norte,AP,2020-03-06,0,0,0,0,845731
norte,TO,2020-03-06,0,0,0,0,1572866
nordeste,MA,2020-03-06,0,0,0,0,7075181
nordeste,PI,2020-03-06,0,0,0,0,3273227
nordeste,CE,2020-03-06,0,0,0,0,9132078
nordeste,RN,2020-03-06,0,0,0,0,3506853
nordeste,PB,2020-03-06,0,0,0,0,4018127
nordeste,PE,2020-03-06,0,0,0,0,9557071
nordeste,AL,2020-03-06,0,0,0,0,3337357
nordeste,SE,2020-03-06,0,0,0,0,2298696
nordeste,BA,2020-03-06,1,1,0,0,14873064
sudeste,MG,2020-03-06,0,0,0,0,21168791
sudeste,ES,2020-03-06,1,1,0,0,4018650
sudeste,RJ,2020-03-06,0,1,0,0,17264943
sudeste,SP,2020-03-06,4,10,0,0,45919049
sul,PR,2020-03-06,0,0,0,0,11433957
sul,SC,2020-03-06,0,0,0,0,7164788
sul,RS,2020-03-06,0,0,0,0,11377239
centro-oeste,MS,2020-03-06,0,0,0,0,2778986
centro-oeste,MT,2020-03-06,0,0,0,0,3484466
centro-oeste,GO,2020-03-06,0,0,0,0,7018354
centro-oeste,DF,2020-03-06,0,0,0,0,3015268
norte,RO,2020-03-05,0,0,0,0,1777225
norte,AC,2020-03-05,0,0,0,0,881935
norte,AM,2020-03-05,0,0,0,0,4144597
norte,RR,2020-03-05,0,0,0,0,605761
norte,PA,2020-03-05,0,0,0,0,8602865
norte,AP,2020-03-05,0,0,0,0,845731
norte,TO,2020-03-05,0,0,0,0,1572866
nordeste,MA,2020-03-05,0,0,0,0,7075181
nordeste,PI,2020-03-05,0,0,0,0,3273227
nordeste,CE,2020-03-05,0,0,0,0,9132078
nordeste,RN,2020-03-05,0,0,0,0,3506853
nordeste,PB,2020-03-05,0,0,0,0,4018127
nordeste,PE,2020-03-05,0,0,0,0,9557071
nordeste,AL,2020-03-05,0,0,0,0,3337357
nordeste,SE,2020-03-05,0,0,0,0,2298696
nordeste,BA,2020-03-05,0,0,0,0,14873064
sudeste,MG,2020-03-05,0,0,0,0,21168791
sudeste,ES,2020-03-05,0,0,0,0,4018650
sudeste,RJ,2020-03-05,1,1,0,0,17264943
sudeste,SP,2020-03-05,3,6,0,0,45919049
sul,PR,2020-03-05,0,0,0,0,11433957
sul,SC,2020-03-05,0,0,0,0,7164788
sul,RS,2020-03-05,0,0,0,0,11377239
centro-oeste,MS,2020-03-05,0,0,0,0,2778986
centro-oeste,MT,2020-03-05,0,0,0,0,3484466
centro-oeste,GO,2020-03-05,0,0,0,0,7018354
centro-oeste,DF,2020-03-05,0,0,0,0,3015268
norte,RO,2020-03-04,0,0,0,0,1777225
norte,AC,2020-03-04,0,0,0,0,881935
norte,AM,2020-03-04,0,0,0,0,4144597
norte,RR,2020-03-04,0,0,0,0,605761
norte,PA,2020-03-04,0,0,0,0,8602865
norte,AP,2020-03-04,0,0,0,0,845731
norte,TO,2020-03-04,0,0,0,0,1572866
nordeste,MA,2020-03-04,0,0,0,0,7075181
nordeste,PI,2020-03-04,0,0,0,0,3273227
nordeste,CE,2020-03-04,0,0,0,0,9132078
nordeste,RN,2020-03-04,0,0,0,0,3506853
nordeste,PB,2020-03-04,0,0,0,0,4018127
nordeste,PE,2020-03-04,0,0,0,0,9557071
nordeste,AL,2020-03-04,0,0,0,0,3337357
nordeste,SE,2020-03-04,0,0,0,0,2298696
nordeste,BA,2020-03-04,0,0,0,0,14873064
sudeste,MG,2020-03-04,0,0,0,0,21168791
sudeste,ES,2020-03-04,0,0,0,0,4018650
sudeste,RJ,2020-03-04,0,0,0,0,17264943
sudeste,SP,2020-03-04,1,3,0,0,45919049
sul,PR,2020-03-04,0,0,0,0,11433957
sul,SC,2020-03-04,0,0,0,0,7164788
sul,RS,2020-03-04,0,0,0,0,11377239
centro-oeste,MS,2020-03-04,0,0,0,0,2778986
centro-oeste,MT,2020-03-04,0,0,0,0,3484466
centro-oeste,GO,2020-03-04,0,0,0,0,7018354
centro-oeste,DF,2020-03-04,0,0,0,0,3015268
norte,RO,2020-03-03,0,0,0,0,1777225
norte,AC,2020-03-03,0,0,0,0,881935
norte,AM,2020-03-03,0,0,0,0,4144597
norte,RR,2020-03-03,0,0,0,0,605761
norte,PA,2020-03-03,0,0,0,0,8602865
norte,AP,2020-03-03,0,0,0,0,845731
norte,TO,2020-03-03,0,0,0,0,1572866
nordeste,MA,2020-03-03,0,0,0,0,7075181
nordeste,PI,2020-03-03,0,0,0,0,3273227
nordeste,CE,2020-03-03,0,0,0,0,9132078
nordeste,RN,2020-03-03,0,0,0,0,3506853
nordeste,PB,2020-03-03,0,0,0,0,4018127
nordeste,PE,2020-03-03,0,0,0,0,9557071
nordeste,AL,2020-03-03,0,0,0,0,3337357
nordeste,SE,2020-03-03,0,0,0,0,2298696
nordeste,BA,2020-03-03,0,0,0,0,14873064
sudeste,MG,2020-03-03,0,0,0,0,21168791
sudeste,ES,2020-03-03,0,0,0,0,4018650
sudeste,RJ,2020-03-03,0,0,0,0,17264943
sudeste,SP,2020-03-03,0,2,0,0,45919049
sul,PR,2020-03-03,0,0,0,0,11433957
sul,SC,2020-03-03,0,0,0,0,7164788
sul,RS,2020-03-03,0,0,0,0,11377239
centro-oeste,MS,2020-03-03,0,0,0,0,2778986
centro-oeste,MT,2020-03-03,0,0,0,0,3484466
centro-oeste,GO,2020-03-03,0,0,0,0,7018354
centro-oeste,DF,2020-03-03,0,0,0,0,3015268
norte,RO,2020-03-02,0,0,0,0,1777225
norte,AC,2020-03-02,0,0,0,0,881935
norte,AM,2020-03-02,0,0,0,0,4144597
norte,RR,2020-03-02,0,0,0,0,605761
norte,PA,2020-03-02,0,0,0,0,8602865
norte,AP,2020-03-02,0,0,0,0,845731
norte,TO,2020-03-02,0,0,0,0,1572866
nordeste,MA,2020-03-02,0,0,0,0,7075181
nordeste,PI,2020-03-02,0,0,0,0,3273227
nordeste,CE,2020-03-02,0,0,0,0,9132078
nordeste,RN,2020-03-02,0,0,0,0,3506853
nordeste,PB,2020-03-02,0,0,0,0,4018127
nordeste,PE,2020-03-02,0,0,0,0,9557071
nordeste,AL,2020-03-02,0,0,0,0,3337357
nordeste,SE,2020-03-02,0,0,0,0,2298696
nordeste,BA,2020-03-02,0,0,0,0,14873064
sudeste,MG,2020-03-02,0,0,0,0,21168791
sudeste,ES,2020-03-02,0,0,0,0,4018650
sudeste,RJ,2020-03-02,0,0,0,0,17264943
sudeste,SP,2020-03-02,0,2,0,0,45919049
sul,PR,2020-03-02,0,0,0,0,11433957
sul,SC,2020-03-02,0,0,0,0,7164788
sul,RS,2020-03-02,0,0,0,0,11377239
centro-oeste,MS,2020-03-02,0,0,0,0,2778986
centro-oeste,MT,2020-03-02,0,0,0,0,3484466
centro-oeste,GO,2020-03-02,0,0,0,0,7018354
centro-oeste,DF,2020-03-02,0,0,0,0,3015268
norte,RO,2020-03-01,0,0,0,0,1777225
norte,AC,2020-03-01,0,0,0,0,881935
norte,AM,2020-03-01,0,0,0,0,4144597
norte,RR,2020-03-01,0,0,0,0,605761
norte,PA,2020-03-01,0,0,0,0,8602865
norte,AP,2020-03-01,0,0,0,0,845731
norte,TO,2020-03-01,0,0,0,0,1572866
nordeste,MA,2020-03-01,0,0,0,0,7075181
nordeste,PI,2020-03-01,0,0,0,0,3273227
nordeste,CE,2020-03-01,0,0,0,0,9132078
nordeste,RN,2020-03-01,0,0,0,0,3506853
nordeste,PB,2020-03-01,0,0,0,0,4018127
nordeste,PE,2020-03-01,0,0,0,0,9557071
nordeste,AL,2020-03-01,0,0,0,0,3337357
nordeste,SE,2020-03-01,0,0,0,0,2298696
nordeste,BA,2020-03-01,0,0,0,0,14873064
sudeste,MG,2020-03-01,0,0,0,0,21168791
sudeste,ES,2020-03-01,0,0,0,0,4018650
sudeste,RJ,2020-03-01,0,0,0,0,17264943
sudeste,SP,2020-03-01,0,2,0,0,45919049
sul,PR,2020-03-01,0,0,0,0,11433957
sul,SC,2020-03-01,0,0,0,0,7164788
sul,RS,2020-03-01,0,0,0,0,11377239
centro-oeste,MS,2020-03-01,0,0,0,0,2778986
centro-oeste,MT,2020-03-01,0,0,0,0,3484466
centro-oeste,GO,2020-03-01,0,0,0,0,7018354
centro-oeste,DF,2020-03-01,0,0,0,0,3015268
norte,RO,2020-02-29,0,0,0,0,1777225
norte,AC,2020-02-29,0,0,0,0,881935
norte,AM,2020-02-29,0,0,0,0,4144597
norte,RR,2020-02-29,0,0,0,0,605761
norte,PA,2020-02-29,0,0,0,0,8602865
norte,AP,2020-02-29,0,0,0,0,845731
norte,TO,2020-02-29,0,0,0,0,1572866
nordeste,MA,2020-02-29,0,0,0,0,7075181
nordeste,PI,2020-02-29,0,0,0,0,3273227
nordeste,CE,2020-02-29,0,0,0,0,9132078
nordeste,RN,2020-02-29,0,0,0,0,3506853
nordeste,PB,2020-02-29,0,0,0,0,4018127
nordeste,PE,2020-02-29,0,0,0,0,9557071
nordeste,AL,2020-02-29,0,0,0,0,3337357
nordeste,SE,2020-02-29,0,0,0,0,2298696
nordeste,BA,2020-02-29,0,0,0,0,14873064
sudeste,MG,2020-02-29,0,0,0,0,21168791
sudeste,ES,2020-02-29,0,0,0,0,4018650
sudeste,RJ,2020-02-29,0,0,0,0,17264943
sudeste,SP,2020-02-29,1,2,0,0,45919049
sul,PR,2020-02-29,0,0,0,0,11433957
sul,SC,2020-02-29,0,0,0,0,7164788
sul,RS,2020-02-29,0,0,0,0,11377239
centro-oeste,MS,2020-02-29,0,0,0,0,2778986
centro-oeste,MT,2020-02-29,0,0,0,0,3484466
centro-oeste,GO,2020-02-29,0,0,0,0,7018354
centro-oeste,DF,2020-02-29,0,0,0,0,3015268
norte,RO,2020-02-28,0,0,0,0,1777225
norte,AC,2020-02-28,0,0,0,0,881935
norte,AM,2020-02-28,0,0,0,0,4144597
norte,RR,2020-02-28,0,0,0,0,605761
norte,PA,2020-02-28,0,0,0,0,8602865
norte,AP,2020-02-28,0,0,0,0,845731
norte,TO,2020-02-28,0,0,0,0,1572866
nordeste,MA,2020-02-28,0,0,0,0,7075181
nordeste,PI,2020-02-28,0,0,0,0,3273227
nordeste,CE,2020-02-28,0,0,0,0,9132078
nordeste,RN,2020-02-28,0,0,0,0,3506853
nordeste,PB,2020-02-28,0,0,0,0,4018127
nordeste,PE,2020-02-28,0,0,0,0,9557071
nordeste,AL,2020-02-28,0,0,0,0,3337357
nordeste,SE,2020-02-28,0,0,0,0,2298696
nordeste,BA,2020-02-28,0,0,0,0,14873064
sudeste,MG,2020-02-28,0,0,0,0,21168791
sudeste,ES,2020-02-28,0,0,0,0,4018650
sudeste,RJ,2020-02-28,0,0,0,0,17264943
sudeste,SP,2020-02-28,0,1,0,0,45919049
sul,PR,2020-02-28,0,0,0,0,11433957
sul,SC,2020-02-28,0,0,0,0,7164788
sul,RS,2020-02-28,0,0,0,0,11377239
centro-oeste,MS,2020-02-28,0,0,0,0,2778986
centro-oeste,MT,2020-02-28,0,0,0,0,3484466
centro-oeste,GO,2020-02-28,0,0,0,0,7018354
centro-oeste,DF,2020-02-28,0,0,0,0,3015268
norte,RO,2020-02-27,0,0,0,0,1777225
norte,AC,2020-02-27,0,0,0,0,881935
norte,AM,2020-02-27,0,0,0,0,4144597
norte,RR,2020-02-27,0,0,0,0,605761
norte,PA,2020-02-27,0,0,0,0,8602865
norte,AP,2020-02-27,0,0,0,0,845731
norte,TO,2020-02-27,0,0,0,0,1572866
nordeste,MA,2020-02-27,0,0,0,0,7075181
nordeste,PI,2020-02-27,0,0,0,0,3273227
nordeste,CE,2020-02-27,0,0,0,0,9132078
nordeste,RN,2020-02-27,0,0,0,0,3506853
nordeste,PB,2020-02-27,0,0,0,0,4018127
nordeste,PE,2020-02-27,0,0,0,0,9557071
nordeste,AL,2020-02-27,0,0,0,0,3337357
nordeste,SE,2020-02-27,0,0,0,0,2298696
nordeste,BA,2020-02-27,0,0,0,0,14873064
sudeste,MG,2020-02-27,0,0,0,0,21168791
sudeste,ES,2020-02-27,0,0,0,0,4018650
sudeste,RJ,2020-02-27,0,0,0,0,17264943
sudeste,SP,2020-02-27,0,1,0,0,45919049
sul,PR,2020-02-27,0,0,0,0,11433957
sul,SC,2020-02-27,0,0,0,0,7164788
sul,RS,2020-02-27,0,0,0,0,11377239
centro-oeste,MS,2020-02-27,0,0,0,0,2778986
centro-oeste,MT,2020-02-27,0,0,0,0,3484466
centro-oeste,GO,2020-02-27,0,0,0,0,7018354
centro-oeste,DF,2020-02-27,0,0,0,0,3015268
norte,RO,2020-02-26,0,0,0,0,1777225
norte,AC,2020-02-26,0,0,0,0,881935
norte,AM,2020-02-26,0,0,0,0,4144597
norte,RR,2020-02-26,0,0,0,0,605761
norte,PA,2020-02-26,0,0,0,0,8602865
norte,AP,2020-02-26,0,0,0,0,845731
norte,TO,2020-02-26,0,0,0,0,1572866
nordeste,MA,2020-02-26,0,0,0,0,7075181
nordeste,PI,2020-02-26,0,0,0,0,3273227
nordeste,CE,2020-02-26,0,0,0,0,9132078
nordeste,RN,2020-02-26,0,0,0,0,3506853
nordeste,PB,2020-02-26,0,0,0,0,4018127
nordeste,PE,2020-02-26,0,0,0,0,9557071
nordeste,AL,2020-02-26,0,0,0,0,3337357
nordeste,SE,2020-02-26,0,0,0,0,2298696
nordeste,BA,2020-02-26,0,0,0,0,14873064
sudeste,MG,2020-02-26,0,0,0,0,21168791
sudeste,ES,2020-02-26,0,0,0,0,4018650
sudeste,RJ,2020-02-26,0,0,0,0,17264943
sudeste,SP,2020-02-26,1,1,0,0,45919049
sul,PR,2020-02-26,0,0,0,0,11433957
sul,SC,2020-02-26,0,0,0,0,7164788
sul,RS,2020-02-26,0,0,0,0,11377239
centro-oeste,MS,2020-02-26,0,0,0,0,2778986
centro-oeste,MT,2020-02-26,0,0,0,0,3484466
centro-oeste,GO,2020-02-26,0,0,0,0,7018354
centro-oeste,DF,2020-02-26,0,0,0,0,3015268
norte,RO,2020-02-25,0,0,0,0,1777225
norte,AC,2020-02-25,0,0,0,0,881935
norte,AM,2020-02-25,0,0,0,0,4144597
norte,RR,2020-02-25,0,0,0,0,605761
norte,PA,2020-02-25,0,0,0,0,8602865
norte,AP,2020-02-25,0,0,0,0,845731
norte,TO,2020-02-25,0,0,0,0,1572866
nordeste,MA,2020-02-25,0,0,0,0,7075181
nordeste,PI,2020-02-25,0,0,0,0,3273227
nordeste,CE,2020-02-25,0,0,0,0,9132078
nordeste,RN,2020-02-25,0,0,0,0,3506853
nordeste,PB,2020-02-25,0,0,0,0,4018127
nordeste,PE,2020-02-25,0,0,0,0,9557071
nordeste,AL,2020-02-25,0,0,0,0,3337357
nordeste,SE,2020-02-25,0,0,0,0,2298696
nordeste,BA,2020-02-25,0,0,0,0,14873064
sudeste,MG,2020-02-25,0,0,0,0,21168791
sudeste,ES,2020-02-25,0,0,0,0,4018650
sudeste,RJ,2020-02-25,0,0,0,0,17264943
sudeste,SP,2020-02-25,0,0,0,0,45919049
sul,PR,2020-02-25,0,0,0,0,11433957
sul,SC,2020-02-25,0,0,0,0,7164788
sul,RS,2020-02-25,0,0,0,0,11377239
centro-oeste,MS,2020-02-25,0,0,0,0,2778986
centro-oeste,MT,2020-02-25,0,0,0,0,3484466
centro-oeste,GO,2020-02-25,0,0,0,0,7018354
centro-oeste,DF,2020-02-25,0,0,0,0,3015268
norte,RO,2020-02-24,0,0,0,0,1777225
norte,AC,2020-02-24,0,0,0,0,881935
norte,AM,2020-02-24,0,0,0,0,4144597
norte,RR,2020-02-24,0,0,0,0,605761
norte,PA,2020-02-24,0,0,0,0,8602865
norte,AP,2020-02-24,0,0,0,0,845731
norte,TO,2020-02-24,0,0,0,0,1572866
nordeste,MA,2020-02-24,0,0,0,0,7075181
nordeste,PI,2020-02-24,0,0,0,0,3273227
nordeste,CE,2020-02-24,0,0,0,0,9132078
nordeste,RN,2020-02-24,0,0,0,0,3506853
nordeste,PB,2020-02-24,0,0,0,0,4018127
nordeste,PE,2020-02-24,0,0,0,0,9557071
nordeste,AL,2020-02-24,0,0,0,0,3337357
nordeste,SE,2020-02-24,0,0,0,0,2298696
nordeste,BA,2020-02-24,0,0,0,0,14873064
sudeste,MG,2020-02-24,0,0,0,0,21168791
sudeste,ES,2020-02-24,0,0,0,0,4018650
sudeste,RJ,2020-02-24,0,0,0,0,17264943
sudeste,SP,2020-02-24,0,0,0,0,45919049
sul,PR,2020-02-24,0,0,0,0,11433957
sul,SC,2020-02-24,0,0,0,0,7164788
sul,RS,2020-02-24,0,0,0,0,11377239
centro-oeste,MS,2020-02-24,0,0,0,0,2778986
centro-oeste,MT,2020-02-24,0,0,0,0,3484466
centro-oeste,GO,2020-02-24,0,0,0,0,7018354
centro-oeste,DF,2020-02-24,0,0,0,0,3015268
norte,RO,2020-02-23,0,0,0,0,1777225
norte,AC,2020-02-23,0,0,0,0,881935
norte,AM,2020-02-23,0,0,0,0,4144597
norte,RR,2020-02-23,0,0,0,0,605761
norte,PA,2020-02-23,0,0,0,0,8602865
norte,AP,2020-02-23,0,0,0,0,845731
norte,TO,2020-02-23,0,0,0,0,1572866
nordeste,MA,2020-02-23,0,0,0,0,7075181
nordeste,PI,2020-02-23,0,0,0,0,3273227
nordeste,CE,2020-02-23,0,0,0,0,9132078
nordeste,RN,2020-02-23,0,0,0,0,3506853
nordeste,PB,2020-02-23,0,0,0,0,4018127
nordeste,PE,2020-02-23,0,0,0,0,9557071
nordeste,AL,2020-02-23,0,0,0,0,3337357
nordeste,SE,2020-02-23,0,0,0,0,2298696
nordeste,BA,2020-02-23,0,0,0,0,14873064
sudeste,MG,2020-02-23,0,0,0,0,21168791
sudeste,ES,2020-02-23,0,0,0,0,4018650
sudeste,RJ,2020-02-23,0,0,0,0,17264943
sudeste,SP,2020-02-23,0,0,0,0,45919049
sul,PR,2020-02-23,0,0,0,0,11433957
sul,SC,2020-02-23,0,0,0,0,7164788
sul,RS,2020-02-23,0,0,0,0,11377239
centro-oeste,MS,2020-02-23,0,0,0,0,2778986
centro-oeste,MT,2020-02-23,0,0,0,0,3484466
centro-oeste,GO,2020-02-23,0,0,0,0,7018354
centro-oeste,DF,2020-02-23,0,0,0,0,3015268
norte,RO,2020-02-22,0,0,0,0,1777225
norte,AC,2020-02-22,0,0,0,0,881935
norte,AM,2020-02-22,0,0,0,0,4144597
norte,RR,2020-02-22,0,0,0,0,605761
norte,PA,2020-02-22,0,0,0,0,8602865
norte,AP,2020-02-22,0,0,0,0,845731
norte,TO,2020-02-22,0,0,0,0,1572866
nordeste,MA,2020-02-22,0,0,0,0,7075181
nordeste,PI,2020-02-22,0,0,0,0,3273227
nordeste,CE,2020-02-22,0,0,0,0,9132078
nordeste,RN,2020-02-22,0,0,0,0,3506853
nordeste,PB,2020-02-22,0,0,0,0,4018127
nordeste,PE,2020-02-22,0,0,0,0,9557071
nordeste,AL,2020-02-22,0,0,0,0,3337357
nordeste,SE,2020-02-22,0,0,0,0,2298696
nordeste,BA,2020-02-22,0,0,0,0,14873064
sudeste,MG,2020-02-22,0,0,0,0,21168791
sudeste,ES,2020-02-22,0,0,0,0,4018650
sudeste,RJ,2020-02-22,0,0,0,0,17264943
sudeste,SP,2020-02-22,0,0,0,0,45919049
sul,PR,2020-02-22,0,0,0,0,11433957
sul,SC,2020-02-22,0,0,0,0,7164788
sul,RS,2020-02-22,0,0,0,0,11377239
centro-oeste,MS,2020-02-22,0,0,0,0,2778986
centro-oeste,MT,2020-02-22,0,0,0,0,3484466
centro-oeste,GO,2020-02-22,0,0,0,0,7018354
centro-oeste,DF,2020-02-22,0,0,0,0,3015268
norte,RO,2020-02-21,0,0,0,0,1777225
norte,AC,2020-02-21,0,0,0,0,881935
norte,AM,2020-02-21,0,0,0,0,4144597
norte,RR,2020-02-21,0,0,0,0,605761
norte,PA,2020-02-21,0,0,0,0,8602865
norte,AP,2020-02-21,0,0,0,0,845731
norte,TO,2020-02-21,0,0,0,0,1572866
nordeste,MA,2020-02-21,0,0,0,0,7075181
nordeste,PI,2020-02-21,0,0,0,0,3273227
nordeste,CE,2020-02-21,0,0,0,0,9132078
nordeste,RN,2020-02-21,0,0,0,0,3506853
nordeste,PB,2020-02-21,0,0,0,0,4018127
nordeste,PE,2020-02-21,0,0,0,0,9557071
nordeste,AL,2020-02-21,0,0,0,0,3337357
nordeste,SE,2020-02-21,0,0,0,0,2298696
nordeste,BA,2020-02-21,0,0,0,0,14873064
sudeste,MG,2020-02-21,0,0,0,0,21168791
sudeste,ES,2020-02-21,0,0,0,0,4018650
sudeste,RJ,2020-02-21,0,0,0,0,17264943
sudeste,SP,2020-02-21,0,0,0,0,45919049
sul,PR,2020-02-21,0,0,0,0,11433957
sul,SC,2020-02-21,0,0,0,0,7164788
sul,RS,2020-02-21,0,0,0,0,11377239
centro-oeste,MS,2020-02-21,0,0,0,0,2778986
centro-oeste,MT,2020-02-21,0,0,0,0,3484466
centro-oeste,GO,2020-02-21,0,0,0,0,7018354
centro-oeste,DF,2020-02-21,0,0,0,0,3015268
norte,RO,2020-02-20,0,0,0,0,1777225
norte,AC,2020-02-20,0,0,0,0,881935
norte,AM,2020-02-20,0,0,0,0,4144597
norte,RR,2020-02-20,0,0,0,0,605761
norte,PA,2020-02-20,0,0,0,0,8602865
norte,AP,2020-02-20,0,0,0,0,845731
norte,TO,2020-02-20,0,0,0,0,1572866
nordeste,MA,2020-02-20,0,0,0,0,7075181
nordeste,PI,2020-02-20,0,0,0,0,3273227
nordeste,CE,2020-02-20,0,0,0,0,9132078
nordeste,RN,2020-02-20,0,0,0,0,3506853
nordeste,PB,2020-02-20,0,0,0,0,4018127
nordeste,PE,2020-02-20,0,0,0,0,9557071
nordeste,AL,2020-02-20,0,0,0,0,3337357
nordeste,SE,2020-02-20,0,0,0,0,2298696
nordeste,BA,2020-02-20,0,0,0,0,14873064
sudeste,MG,2020-02-20,0,0,0,0,21168791
sudeste,ES,2020-02-20,0,0,0,0,4018650
sudeste,RJ,2020-02-20,0,0,0,0,17264943
sudeste,SP,2020-02-20,0,0,0,0,45919049
sul,PR,2020-02-20,0,0,0,0,11433957
sul,SC,2020-02-20,0,0,0,0,7164788
sul,RS,2020-02-20,0,0,0,0,11377239
centro-oeste,MS,2020-02-20,0,0,0,0,2778986
centro-oeste,MT,2020-02-20,0,0,0,0,3484466
centro-oeste,GO,2020-02-20,0,0,0,0,7018354
centro-oeste,DF,2020-02-20,0,0,0,0,3015268
norte,RO,2020-02-19,0,0,0,0,1777225
norte,AC,2020-02-19,0,0,0,0,881935
norte,AM,2020-02-19,0,0,0,0,4144597
norte,RR,2020-02-19,0,0,0,0,605761
norte,PA,2020-02-19,0,0,0,0,8602865
norte,AP,2020-02-19,0,0,0,0,845731
norte,TO,2020-02-19,0,0,0,0,1572866
nordeste,MA,2020-02-19,0,0,0,0,7075181
nordeste,PI,2020-02-19,0,0,0,0,3273227
nordeste,CE,2020-02-19,0,0,0,0,9132078
nordeste,RN,2020-02-19,0,0,0,0,3506853
nordeste,PB,2020-02-19,0,0,0,0,4018127
nordeste,PE,2020-02-19,0,0,0,0,9557071
nordeste,AL,2020-02-19,0,0,0,0,3337357
nordeste,SE,2020-02-19,0,0,0,0,2298696
nordeste,BA,2020-02-19,0,0,0,0,14873064
sudeste,MG,2020-02-19,0,0,0,0,21168791
sudeste,ES,2020-02-19,0,0,0,0,4018650
sudeste,RJ,2020-02-19,0,0,0,0,17264943
sudeste,SP,2020-02-19,0,0,0,0,45919049
sul,PR,2020-02-19,0,0,0,0,11433957
sul,SC,2020-02-19,0,0,0,0,7164788
sul,RS,2020-02-19,0,0,0,0,11377239
centro-oeste,MS,2020-02-19,0,0,0,0,2778986
centro-oeste,MT,2020-02-19,0,0,0,0,3484466
centro-oeste,GO,2020-02-19,0,0,0,0,7018354
centro-oeste,DF,2020-02-19,0,0,0,0,3015268
norte,RO,2020-02-18,0,0,0,0,1777225
norte,AC,2020-02-18,0,0,0,0,881935
norte,AM,2020-02-18,0,0,0,0,4144597
norte,RR,2020-02-18,0,0,0,0,605761
norte,PA,2020-02-18,0,0,0,0,8602865
norte,AP,2020-02-18,0,0,0,0,845731
norte,TO,2020-02-18,0,0,0,0,1572866
nordeste,MA,2020-02-18,0,0,0,0,7075181
nordeste,PI,2020-02-18,0,0,0,0,3273227
nordeste,CE,2020-02-18,0,0,0,0,9132078
nordeste,RN,2020-02-18,0,0,0,0,3506853
nordeste,PB,2020-02-18,0,0,0,0,4018127
nordeste,PE,2020-02-18,0,0,0,0,9557071
nordeste,AL,2020-02-18,0,0,0,0,3337357
nordeste,SE,2020-02-18,0,0,0,0,2298696
nordeste,BA,2020-02-18,0,0,0,0,14873064
sudeste,MG,2020-02-18,0,0,0,0,21168791
sudeste,ES,2020-02-18,0,0,0,0,4018650
sudeste,RJ,2020-02-18,0,0,0,0,17264943
sudeste,SP,2020-02-18,0,0,0,0,45919049
sul,PR,2020-02-18,0,0,0,0,11433957
sul,SC,2020-02-18,0,0,0,0,7164788
sul,RS,2020-02-18,0,0,0,0,11377239
centro-oeste,MS,2020-02-18,0,0,0,0,2778986
centro-oeste,MT,2020-02-18,0,0,0,0,3484466
centro-oeste,GO,2020-02-18,0,0,0,0,7018354
centro-oeste,DF,2020-02-18,0,0,0,0,3015268
norte,RO,2020-02-17,0,0,0,0,1777225
norte,AC,2020-02-17,0,0,0,0,881935
norte,AM,2020-02-17,0,0,0,0,4144597
norte,RR,2020-02-17,0,0,0,0,605761
norte,PA,2020-02-17,0,0,0,0,8602865
norte,AP,2020-02-17,0,0,0,0,845731
norte,TO,2020-02-17,0,0,0,0,1572866
nordeste,MA,2020-02-17,0,0,0,0,7075181
